X	mb231e210g_0	mb231e264g_0	mb231e279g_0	mb231p2207g_1	mb231p2237Ag_1
STAC	0	0	0	0	0
STAC2	0	0	2	2	4
STAC3	2	0	0	0	2
STAG1	9	16	16	8	35
STAG2	34	31	46	24	84
STAG3	0	0	0	0	0
STAM	16	14	16	12	31
STAM2	2	5	4	2	9
STAMBP	0	0	0	0	0
STAMBPL1	0	0	1	0	1
STAP1	0	0	0	0	0
STAP2	0	0	0	0	0
STAR	0	0	0	0	0
STARD10	12	9	15	8	30
STARD13	0	1	0	0	1
STARD3	0	0	0	0	0
STARD3NL	8	15	10	7	21
STARD4	0	0	0	0	0
STARD5	0	0	0	0	0
STARD6	0	0	0	0	0
STARD7	0	5	6	2	8
STARD8	0	0	0	0	0
STARD9	0	0	0	0	0
STAT1	1	2	12	3	5
STAT2	0	0	0	0	0
STAT3	28	30	45	27	92
STAT4	0	0	0	0	0
STAT5A	14	13	17	7	17
STAT5B	8	3	14	10	20
STAT6	7	18	16	6	22
STAU1	16	8	10	6	18
STAU2	7	6	1	4	11
STBD1	0	0	0	0	0
STC1	0	0	0	0	0
STC2	0	0	0	0	0
STEAP1	0	0	0	0	0
STEAP2	0	0	0	0	0
STEAP3	0	0	0	0	0
STEAP4	0	0	0	0	0
STIL	0	0	0	0	1
STIM1	20	19	25	10	28
STIM2	5	6	2	4	12
STIP1	6	15	31	15	44
STK10	2	9	3	1	12
STK11	0	0	0	0	0
STK11IP	0	0	0	0	0
STK16	2	0	2	0	0
STK17B	0	3	0	1	2
STK19	0	0	0	0	0
STK24	0	0	0	0	0
STK25	0	0	1	0	0
STK26	0	0	0	0	0
STK3	1	1	2	6	10
STK31	0	0	0	0	0
STK32A	0	0	0	0	0
STK32B	0	0	0	0	0
STK32C	0	0	0	0	0
STK33	0	0	0	0	0
STK35	0	1	6	1	4
STK36	0	0	0	0	0
STK38	18	12	24	9	20
STK38L	1	0	2	1	0
STK39	1	1	1	1	4
STK4	4	7	12	4	25
STK40	2	5	2	3	7
STKLD1	0	0	0	0	0
STMN1	2	2	4	2	4
STMN2	0	0	0	0	0
STMN3	0	0	0	0	0
STMN4	0	0	0	0	0
STMND1	0	0	0	0	0
STOM	0	0	0	0	0
STOML1	0	0	0	0	0
STOML2	7	8	10	11	13
STOML3	0	0	0	0	0
STON1	0	0	0	0	0
STON2	0	0	0	0	0
STOX1	0	0	0	0	0
STOX2	0	0	0	0	0
STPG1	0	0	0	0	0
STPG2	0	0	0	0	0
STPG3	0	0	0	0	0
STRA6	0	0	0	0	0
STRA8	0	0	0	0	0
STRADA	0	0	1	0	0
STRADB	3	0	2	0	5
STRAP	14	12	21	17	59
STRBP	35	23	36	22	47
STRC	0	0	0	0	0
STRIP1	10	6	14	9	23
STRIP2	0	0	0	0	0
STRN	0	2	5	2	2
STRN3	28	29	34	14	62
STRN4	9	13	15	13	30
STT3A	35	53	64	39	149
STT3B	31	36	43	37	103
STUB1	16	13	12	12	33
STUM	0	0	0	0	0
STX11	0	2	2	1	1
STX12	6	10	7	0	8
STX16	13	28	21	33	51
STX17	5	5	9	2	16
STX18	0	0	0	0	0
STX19	0	0	0	0	0
STX1A	0	3	2	0	1
STX1B	0	0	0	0	0
STX2	0	0	0	0	0
STX3	1	1	2	0	3
STX6	7	10	12	1	12
STX7	0	0	0	0	0
STX8	1	1	2	0	1
STXBP1	17	24	35	11	45
STXBP2	0	7	2	2	6
STXBP3	4	10	3	4	12
STXBP4	0	2	2	0	1
STXBP5	1	5	7	6	8
STXBP5L	0	0	0	0	0
STXBP6	0	0	0	0	0
STYK1	0	0	0	0	0
STYX	2	1	1	1	5
STYXL1	0	0	0	0	0
SUB1	0	0	0	0	0
SUCLA2	9	3	2	4	10
SUCLG1	0	0	1	0	0
SUCLG2	22	3	17	17	42
SUCNR1	0	0	0	0	0
SUCO	8	7	4	7	6
SUDS3	0	0	0	0	0
SUFU	13	5	8	7	21
SUGCT	0	0	0	0	0
SUGP1	5	2	3	5	8
SUGP2	0	0	0	1	0
SUGT1	2	0	1	1	3
SULF1	0	0	0	0	0
SULF2	0	0	0	0	0
SULT1A1	0	0	0	0	0
SULT1B1	0	0	0	0	0
SULT1C2	0	0	0	0	0
SULT1E1	0	0	0	0	0
SULT2A1	0	0	0	0	0
SULT2B1	0	0	0	0	0
SULT4A1	0	0	0	0	0
SULT6B1	0	0	0	0	0
SUMF1	0	2	0	0	1
SUMF2	0	0	0	0	0
SUMO1	29	31	17	9	95
SUMO2	73	75	106	58	220
SUMO3	7	4	6	8	19
SUN1	1	0	0	1	1
SUN2	2	6	4	0	2
SUN3	0	0	0	0	0
SUN5	0	0	0	0	0
SUOX	0	0	0	0	0
SUPT7L	3	3	2	0	5
SUPV3L1	0	2	0	1	3
SURF1	0	0	0	0	0
SURF2	0	0	0	0	0
SURF4	12	14	14	2	27
SURF6	0	0	0	0	0
SUSD1	0	0	0	0	0
SUSD2	0	0	0	0	0
SUSD3	0	0	0	0	0
SUSD4	0	0	0	0	0
SUSD5	0	0	0	0	0
SUSD6	2	3	5	4	14
SUV39H1	3	2	1	3	4
SUV39H2	1	0	2	0	2
SUZ12	26	54	40	32	91
SV2A	0	0	0	0	0
SV2B	0	0	0	0	0
SV2C	0	0	0	0	0
SVBP	0	0	0	0	0
SVEP1	0	0	0	0	0
SVIL	2	1	3	2	5
SVIP	0	0	0	0	0
SVOP	0	0	0	0	0
SVOPL	0	0	0	0	0
SWAP70	6	2	4	2	8
SWI5	0	0	0	0	0
SWSAP1	0	0	0	0	0
SWT1	0	0	0	0	1
SYAP1	0	0	0	0	0
SYBU	0	0	0	0	0
SYCE1	0	0	0	0	0
SYCE1L	0	0	0	0	0
SYCE2	0	0	0	0	0
SYCE3	0	0	0	0	0
SYCN	0	0	0	0	0
SYCP1	0	0	0	0	0
SYCP2	0	0	0	0	0
SYCP2L	0	0	0	0	0
SYCP3	1	0	0	0	0
SYDE1	0	0	0	0	1
SYDE2	0	0	1	0	0
SYF2	0	0	0	0	0
SYK	0	0	0	0	0
SYMPK	7	5	12	5	17
SYN1	0	0	0	0	0
SYN2	0	0	0	0	0
SYN3	0	0	0	0	0
SYNC	0	2	1	0	1
SYNCRIP	121	176	252	174	515
SYNDIG1	0	0	0	0	0
SYNDIG1L	0	0	0	0	0
SYNE1	0	1	0	1	3
SYNE2	2	0	0	1	1
SYNE3	0	1	0	0	3
SYNE4	0	0	0	0	0
SYNGAP1	8	12	5	4	18
SYNGR1	1	1	0	1	1
SYNGR2	7	10	7	5	14
SYNGR3	0	0	0	0	0
SYNGR4	0	0	0	0	0
SYNJ1	1	3	10	4	10
SYNJ2	3	2	3	3	2
SYNJ2BP	0	0	0	0	0
SYNM	0	0	0	0	0
SYNPO	3	0	0	1	0
SYNPO2	0	0	0	0	0
SYNPO2L	0	0	0	0	0
SYNPR	0	0	0	0	0
SYNRG	6	3	1	5	6
SYP	0	0	0	0	0
SYPL2	0	0	0	0	0
SYS1	13	8	15	5	26
SYT1	0	0	0	0	0
SYT10	0	0	0	0	0
SYT11	1	0	0	0	1
SYT12	1	0	0	1	1
SYT13	0	1	1	0	5
SYT14	0	0	0	0	0
SYT15	0	0	0	0	0
SYT16	0	0	0	0	0
SYT17	1	0	0	0	0
SYT2	1	0	1	0	1
SYT3	0	0	0	0	0
SYT4	0	0	0	0	0
SYT5	0	1	0	0	2
SYT6	0	0	0	0	0
SYT7	1	10	6	0	2
SYT8	2	0	0	0	6
SYT9	0	0	0	0	0
SYTL1	0	0	0	0	0
SYTL2	0	0	0	0	0
SYTL3	0	0	1	0	0
SYTL4	0	0	0	0	0
SYTL5	0	0	0	0	0
SYVN1	10	14	23	9	45
SZRD1	24	45	65	24	80
SZT2	2	8	4	2	7
T	0	0	0	0	0
TAAR1	0	0	0	0	0
TAAR2	0	0	0	0	0
TAAR5	0	0	0	0	0
TAAR6	0	0	0	0	0
TAAR9	0	0	0	0	0
TAB1	1	0	0	1	2
TAB2	15	19	12	22	43
TAB3	1	2	2	1	15
TAC1	0	0	0	0	0
TAC4	0	0	0	0	1
TACC1	0	0	1	0	0
TACC2	2	0	2	1	1
TACC3	1	1	0	0	2
TACO1	0	0	0	0	0
TACR1	0	0	0	0	0
TACR2	0	0	0	0	0
TACR3	0	0	0	0	0
TACSTD2	0	0	0	0	0
TADA1	0	0	0	0	0
TADA2A	5	1	7	1	5
TADA2B	2	2	3	3	12
TADA3	8	11	12	9	28
TAF1	17	27	23	17	56
TAF10	38	35	35	26	74
TAF11	1	1	1	0	3
TAF12	2	4	5	1	11
TAF13	1	0	0	0	0
TAF15	81	111	112	58	164
TAF1A	0	0	0	0	0
TAF1B	0	0	0	0	0
TAF1C	0	0	0	0	0
TAF1D	0	0	0	0	0
TAF2	4	9	8	3	19
TAF3	4	1	6	2	5
TAF4	3	5	2	3	13
TAF4B	1	1	3	4	6
TAF5	4	6	9	11	24
TAF5L	3	6	2	2	10
TAF6	0	0	0	0	0
TAF6L	0	0	0	0	0
TAF7	0	0	0	0	0
TAF7L	0	0	0	0	0
TAF8	1	0	1	0	2
TAF9	16	25	36	28	95
TAF9B	0	0	0	0	0
TAGAP	0	0	0	0	0
TAGLN	0	0	0	0	0
TAGLN2	0	0	0	0	0
TAGLN3	0	0	0	0	0
TAL1	0	0	0	0	0
TAL2	0	0	0	0	0
TALDO1	26	18	23	14	31
TAMM41	0	0	0	0	0
TANC1	8	13	21	18	36
TANC2	8	11	9	3	19
TANGO2	0	0	0	0	0
TANGO6	0	0	2	1	0
TANK	8	4	2	3	11
TAOK1	33	37	40	17	79
TAOK2	4	14	20	7	11
TAOK3	7	9	7	4	7
TAP1	0	0	0	0	0
TAP2	0	0	0	0	0
TAPBP	0	0	0	0	0
TAPBPL	0	0	0	0	0
TAPT1	0	3	4	3	9
TARBP1	0	0	0	0	0
TARBP2	10	8	13	3	12
TARDBP	48	75	108	59	141
TARM1	0	0	0	0	0
TARS	2	3	5	4	11
TARS2	0	3	4	1	1
TARSL2	1	1	0	0	0
TAS1R1	0	0	0	0	0
TAS1R2	0	0	0	0	0
TAS1R3	0	0	0	0	0
TASP1	2	0	2	5	5
TAT	0	0	0	0	0
TATDN1	4	2	2	2	6
TATDN2	0	0	0	0	0
TATDN3	0	0	0	0	0
TAX1BP1	14	24	18	12	69
TAX1BP3	2	1	2	2	7
TAZ	18	16	10	14	17
TBATA	0	0	0	0	0
TBC1D1	2	9	3	3	18
TBC1D10A	7	11	11	7	16
TBC1D10B	3	4	4	5	11
TBC1D10C	0	0	0	0	0
TBC1D12	1	3	3	3	5
TBC1D13	0	1	0	0	1
TBC1D14	1	4	5	1	8
TBC1D15	9	17	15	6	41
TBC1D16	1	0	3	0	1
TBC1D17	0	0	1	0	1
TBC1D19	5	5	10	4	14
TBC1D2	0	0	0	0	0
TBC1D20	4	3	8	3	7
TBC1D21	0	0	0	0	0
TBC1D22A	2	2	2	1	4
TBC1D22B	1	0	0	1	0
TBC1D23	0	0	0	0	0
TBC1D24	0	0	0	0	0
TBC1D25	0	0	0	0	0
TBC1D2B	0	1	1	1	1
TBC1D30	0	0	0	0	0
TBC1D31	2	3	4	2	6
TBC1D32	0	0	0	0	0
TBC1D4	0	1	0	0	1
TBC1D5	4	2	5	0	6
TBC1D7	0	0	0	0	0
TBC1D8	1	2	1	0	2
TBC1D8B	1	3	3	1	8
TBC1D9	0	0	0	0	0
TBC1D9B	8	14	11	4	15
TBCA	0	0	0	0	0
TBCB	0	0	0	0	1
TBCC	0	0	0	0	0
TBCCD1	0	0	0	0	0
TBCD	0	0	0	0	0
TBCE	0	0	0	0	0
TBCEL	1	3	1	3	6
TBCK	0	1	0	0	0
TBK1	6	3	7	5	8
TBKBP1	0	0	0	0	0
TBL1X	4	0	3	3	4
TBL1XR1	15	6	11	12	22
TBL2	0	0	0	0	0
TBL3	2	2	0	0	1
TBP	0	3	3	2	6
TBPL1	4	6	6	4	15
TBPL2	0	0	0	0	0
TBR1	0	0	0	0	0
TBRG1	1	2	2	1	2
TBRG4	0	0	0	0	0
TBX1	0	0	0	0	0
TBX10	0	0	0	0	0
TBX15	39	24	37	17	47
TBX18	0	0	0	0	0
TBX19	0	0	0	0	0
TBX2	0	0	0	0	0
TBX20	0	0	0	0	0
TBX21	0	0	0	0	0
TBX22	0	0	0	0	0
TBX3	0	0	2	0	0
TBX4	0	0	0	0	0
TBX5	0	0	0	0	0
TBX6	0	0	0	0	0
TBXA2R	0	0	0	0	0
TBXAS1	0	0	0	0	0
TC2N	0	0	0	0	0
TCAF1	0	0	3	0	1
TCAF2	0	0	0	0	0
TCAIM	0	0	0	0	0
TCAP	0	0	0	0	0
TCEA1	3	2	4	0	5
TCEA2	0	0	0	0	0
TCEA3	0	0	0	0	0
TCEAL1	0	0	0	0	0
TCEAL3	0	0	0	0	0
TCEAL5	0	0	0	0	0
TCEAL6	0	0	0	0	0
TCEAL7	0	0	0	0	0
TCEAL8	0	0	0	0	0
TCEANC	0	0	0	0	0
TCEANC2	1	0	0	0	2
TCEB1	15	11	16	8	34
TCEB2	5	4	5	6	10
TCEB3	1	1	2	0	1
TCERG1	18	18	29	22	58
TCERG1L	0	0	0	0	0
TCF12	42	25	40	35	106
TCF15	0	0	0	0	0
TCF19	0	1	1	0	1
TCF20	19	31	43	29	34
TCF21	0	0	0	0	0
TCF23	0	0	0	0	0
TCF24	0	0	0	0	0
TCF25	3	3	3	2	6
TCF3	9	2	1	2	4
TCF4	31	35	33	28	92
TCF7	0	0	0	0	0
TCF7L1	2	1	2	0	1
TCF7L2	6	3	4	4	22
TCFL5	0	0	0	0	0
TCHH	0	0	0	0	0
TCHHL1	0	0	0	0	0
TCHP	0	0	0	0	0
TCIRG1	0	0	0	0	0
TCN2	0	0	0	0	0
TCOF1	0	0	0	0	0
TCP1	94	102	127	97	258
TCP11	0	0	0	0	0
TCP11L1	0	0	0	0	0
TCP11L2	1	0	0	0	0
TCP11X2	0	0	0	0	0
TCTA	2	1	2	1	2
TCTE1	0	0	0	0	0
TCTE3	0	0	0	0	0
TCTEX1D1	0	0	0	0	0
TCTEX1D2	0	0	0	0	0
TCTEX1D4	0	0	0	0	0
TCTN1	0	0	0	0	0
TCTN3	0	0	0	0	0
TDG	1	3	4	1	8
TDGF1	0	0	0	0	0
TDO2	0	0	0	0	0
TDP1	0	0	0	0	1
TDP2	0	0	0	0	0
TDRD1	0	0	0	0	0
TDRD12	0	0	0	0	0
TDRD3	1	1	1	0	1
TDRD5	0	0	0	0	0
TDRD6	0	0	0	0	0
TDRD7	1	1	0	2	1
TDRD9	0	0	0	0	0
TDRKH	0	0	0	0	0
TDRP	0	0	0	0	0
TEAD1	5	15	21	10	24
TEAD2	0	0	0	0	0
TEAD3	4	3	1	0	4
TEAD4	1	0	1	0	1
TEC	1	1	0	2	3
TECPR1	1	1	0	0	1
TECPR2	0	0	0	1	0
TECR	1	0	0	0	0
TECRL	0	0	0	0	0
TECTA	0	0	0	0	0
TECTB	0	0	0	0	0
TEF	2	0	6	2	3
TEFM	0	0	0	0	0
TEK	0	0	0	0	0
TEKT1	0	0	0	0	0
TEKT2	0	0	0	0	0
TEKT3	0	0	0	0	0
TEKT4	0	0	0	0	0
TEKT5	0	0	0	0	0
TELO2	0	0	0	0	0
TEN1	0	0	0	0	0
TENM1	0	0	0	0	0
TENM2	0	0	0	0	0
TENM3	0	0	0	0	0
TENM4	1	5	9	20	68
TEP1	3	2	1	2	4
TEPP	0	0	0	0	0
TEPSIN	0	0	0	0	0
TERB1	0	0	0	0	0
TERB2	0	0	0	0	0
TERF1	0	0	0	0	0
TERF2	2	2	3	2	6
TERF2IP	0	1	0	1	0
TERT	0	0	0	0	0
TES	3	3	0	1	6
TESC	0	0	0	0	0
TESK1	6	3	0	3	5
TESK2	0	1	1	0	0
TESPA1	0	0	0	0	0
TET1	0	0	0	0	0
TET2	0	1	1	2	0
TET3	17	12	5	14	26
TEX10	6	20	14	10	26
TEX101	0	0	0	0	0
TEX11	0	0	0	0	0
TEX12	0	0	0	0	0
TEX13A	0	0	0	0	0
TEX14	0	0	0	0	0
TEX15	0	0	0	0	0
TEX2	3	5	6	3	15
TEX22	0	0	0	0	0
TEX26	0	0	0	0	0
TEX261	0	0	2	0	2
TEX264	1	2	2	3	11
TEX28	0	0	0	0	0
TEX29	0	0	0	0	0
TEX30	6	7	12	13	12
TEX33	0	0	0	0	0
TEX35	0	0	0	0	0
TEX36	0	0	0	0	0
TEX37	0	0	0	0	0
TEX38	0	0	0	0	0
TEX40	0	0	0	0	0
TEX43	0	0	0	0	0
TEX9	0	0	0	0	0
TFAM	0	0	0	0	0
TFAP2A	45	26	33	33	63
TFAP2B	0	0	0	0	0
TFAP2C	0	0	0	0	0
TFAP2D	0	0	0	0	0
TFAP2E	0	0	0	0	0
TFAP4	1	1	7	2	9
TFB1M	2	0	1	1	0
TFB2M	0	0	0	0	0
TFCP2	1	0	0	2	0
TFCP2L1	0	0	0	0	0
TFDP1	15	11	22	12	36
TFDP2	3	2	3	1	9
TFE3	0	0	5	1	6
TFEB	2	1	5	2	5
TFEC	0	0	0	0	0
TFF1	0	0	0	0	0
TFF2	0	0	0	0	0
TFF3	0	0	0	0	0
TFG	11	15	29	11	37
TFIP11	0	1	2	0	0
TFPI	0	0	0	0	0
TFPI2	0	0	0	0	0
TFPT	2	1	1	1	4
TFR2	0	0	0	0	0
TFRC	0	11	22	8	40
TG	0	0	0	0	0
TGDS	0	0	0	0	1
TGFA	0	0	0	0	0
TGFB1	0	0	0	0	0
TGFB1I1	0	0	0	0	0
TGFB2	2	0	0	0	1
TGFB3	18	13	15	4	20
TGFBI	0	0	0	0	0
TGFBR1	0	2	4	0	3
TGFBR2	1	1	1	0	1
TGFBR3	4	8	2	4	8
TGFBR3L	0	0	0	0	0
TGFBRAP1	0	0	5	0	1
TGIF1	17	26	32	24	34
TGIF2	0	0	0	0	0
TGM1	0	0	0	0	0
TGM2	2	0	0	0	2
TGM3	0	0	0	0	0
TGM4	0	0	0	0	0
TGM5	0	0	0	0	0
TGM6	0	0	0	0	0
TGM7	0	0	0	0	0
TGS1	2	4	1	1	3
TH	0	0	0	0	0
THADA	0	1	2	2	5
THAP1	0	1	1	0	1
THAP11	9	2	3	2	6
THAP2	1	0	1	1	3
THAP3	3	3	0	4	1
THAP4	0	0	0	0	1
THAP7	0	1	0	2	4
THAP8	0	0	0	0	0
THBD	0	0	0	0	0
THBS1	24	7	17	0	4
THBS2	0	0	0	0	0
THBS3	9	2	4	5	3
THBS4	0	0	0	0	0
THEG	0	0	0	0	0
THEGL	0	0	0	0	0
THEM4	0	0	0	0	0
THEM5	0	0	0	0	0
THEM6	0	0	0	0	0
THEMIS	0	0	0	0	0
THEMIS2	0	0	0	0	0
THG1L	0	0	1	0	0
THNSL1	0	1	0	0	0
THNSL2	0	0	0	0	0
THOC1	6	14	6	3	7
THOC2	19	33	21	17	55
THOC3	0	0	0	0	0
THOC5	2	1	6	0	7
THOC6	1	0	0	1	0
THOC7	2	2	1	2	4
THOP1	2	1	3	3	6
THPO	0	0	0	0	0
THRA	211	57	76	58	224
THRAP3	30	19	32	17	54
THRB	0	0	0	0	0
THRSP	0	0	0	0	0
THSD1	0	0	0	0	0
THSD4	5	3	0	2	7
THSD7A	0	0	0	0	0
THSD7B	0	0	0	0	0
THTPA	0	0	0	0	0
THUMPD1	4	0	1	0	5
THUMPD2	0	0	0	0	0
THUMPD3	0	0	1	1	1
THY1	0	0	0	0	0
THYN1	0	0	0	0	0
TIA1	12	13	10	11	11
TIAL1	86	122	65	78	142
TIAM1	1	2	7	4	17
TIAM2	6	6	2	0	4
TICAM1	0	0	0	0	0
TICAM2	0	0	0	0	0
TICRR	0	0	0	0	0
TIE1	0	0	0	0	0
TIFA	0	0	0	0	0
TIFAB	0	0	0	0	0
TIGAR	0	0	0	0	0
TIGD2	0	0	0	0	0
TIGD3	0	0	0	0	0
TIGD4	0	0	0	0	0
TIGD5	0	0	0	0	0
TIGIT	0	0	0	0	0
TIMD4	0	0	0	0	0
TIMELESS	0	1	0	1	0
TIMM10	0	0	0	0	0
TIMM10B	13	3	10	6	16
TIMM13	2	2	3	1	12
TIMM17A	22	18	26	11	32
TIMM17B	0	0	0	0	0
TIMM21	0	0	0	0	0
TIMM22	0	0	0	0	0
TIMM23	7	8	22	7	41
TIMM44	3	1	1	1	8
TIMM50	9	12	9	7	18
TIMM8B	0	0	0	0	0
TIMM9	2	2	1	2	3
TIMMDC1	0	0	0	0	0
TIMP1	0	0	0	0	0
TIMP2	41	35	53	24	78
TIMP3	0	0	0	0	0
TIMP4	0	0	0	0	0
TINAG	0	0	0	0	0
TINAGL1	23	14	11	3	31
TINF2	0	0	0	0	0
TIPARP	23	11	33	7	44
TIPIN	0	0	0	0	0
TIPRL	10	9	9	5	17
TIRAP	0	0	0	0	0
TJAP1	6	6	7	3	14
TJP1	28	36	61	38	102
TJP2	5	8	4	0	0
TJP3	0	0	0	0	0
TK1	0	0	0	0	0
TK2	2	0	1	0	0
TKFC	0	1	1	0	4
TKT	1	0	0	0	0
TKTL1	0	0	0	0	0
TKTL2	0	0	0	0	0
TLCD1	0	0	0	0	0
TLCD2	0	0	0	0	0
TLDC1	0	0	0	0	0
TLDC2	0	0	0	0	0
TLE1	3	2	7	6	5
TLE2	2	1	1	0	2
TLE3	16	5	15	5	20
TLE4	11	3	7	1	17
TLE6	0	0	0	0	0
TLK1	15	25	18	19	65
TLK2	27	27	35	27	54
TLL1	0	0	0	0	0
TLL2	0	0	0	0	0
TLN1	47	61	43	39	125
TLN2	2	1	5	1	1
TLR1	0	0	0	0	0
TLR2	0	0	0	0	1
TLR3	0	3	4	1	2
TLR4	0	0	0	0	0
TLR5	0	0	0	0	0
TLR6	0	0	0	0	0
TLR7	0	0	0	0	0
TLR8	0	0	0	0	0
TLR9	0	0	0	0	0
TLX1	9	3	4	5	2
TLX2	0	0	0	0	0
TLX3	0	0	0	0	0
TM2D1	3	6	6	1	13
TM2D2	0	0	0	0	0
TM2D3	0	0	0	0	0
TM4SF1	0	0	0	0	0
TM4SF19	0	0	0	0	0
TM4SF20	0	0	0	0	0
TM4SF4	0	0	0	0	0
TM4SF5	0	0	0	0	0
TM6SF1	0	0	0	0	0
TM6SF2	0	0	0	0	0
TM7SF2	0	0	0	0	0
TM7SF3	0	0	0	0	0
TM9SF1	40	48	64	34	112
TM9SF2	31	32	55	23	57
TM9SF3	54	82	70	26	155
TM9SF4	19	24	40	13	72
TMA16	0	0	0	0	0
TMA7	7	6	5	7	18
TMBIM1	5	7	8	7	16
TMBIM4	0	0	0	0	0
TMBIM6	0	0	0	0	0
TMC1	0	0	0	0	0
TMC2	0	0	0	0	0
TMC3	0	0	0	0	0
TMC4	0	0	0	0	0
TMC5	0	0	0	0	0
TMC6	0	0	0	0	0
TMC7	0	0	0	0	0
TMC8	0	0	0	0	0
TMCC1	1	4	3	2	6
TMCC2	4	5	6	3	6
TMCC3	0	0	0	0	0
TMCO1	0	0	0	0	0
TMCO2	0	0	0	0	0
TMCO3	0	0	0	0	0
TMCO4	0	0	0	0	1
TMCO6	2	0	0	0	1
TMED1	0	0	0	0	0
TMED10	33	36	39	19	74
TMED2	131	166	217	78	331
TMED3	9	17	11	4	16
TMED4	10	13	10	7	15
TMED5	2	7	7	3	11
TMED6	0	0	0	0	0
TMED7	3	1	6	4	21
TMED8	0	0	0	0	0
TMED9	4	5	3	2	13
TMEFF1	0	0	0	0	0
TMEFF2	0	0	0	0	0
TMEM100	0	0	0	0	0
TMEM101	0	0	0	0	0
TMEM102	0	0	0	0	0
TMEM104	0	1	0	0	0
TMEM106A	0	0	0	0	0
TMEM106B	1	1	3	1	4
TMEM106C	0	0	0	0	0
TMEM107	0	0	0	0	0
TMEM108	0	0	0	0	0
TMEM109	0	0	0	0	0
TMEM11	8	5	9	10	22
TMEM110	2	4	3	0	7
TMEM114	0	0	0	0	0
TMEM115	0	0	0	0	0
TMEM116	0	0	0	0	0
TMEM117	0	0	0	0	0
TMEM119	0	0	0	0	0
TMEM120A	0	0	0	0	0
TMEM120B	0	0	0	1	0
TMEM121	0	0	0	0	0
TMEM123	0	0	0	0	0
TMEM125	0	0	0	0	0
TMEM126A	0	0	0	0	0
TMEM126B	0	0	0	0	0
TMEM127	0	0	0	0	0
TMEM128	1	4	5	0	5
TMEM129	0	0	0	0	0
TMEM130	0	0	0	0	0
TMEM131	9	16	19	18	44
TMEM132A	2	2	3	2	3
TMEM132B	0	0	0	0	0
TMEM132C	0	0	0	0	0
TMEM132D	0	0	0	0	0
TMEM132E	0	0	0	0	0
TMEM135	4	7	2	1	9
TMEM136	0	0	0	0	0
TMEM138	0	1	1	0	3
TMEM139	0	0	0	0	0
TMEM140	0	0	0	0	0
TMEM141	0	0	0	0	0
TMEM143	0	0	0	0	0
TMEM144	0	0	0	0	0
TMEM145	0	0	0	0	0
TMEM147	3	0	0	0	0
TMEM14A	1	0	0	1	1
TMEM14C	0	0	0	0	0
TMEM150A	4	1	1	0	0
TMEM150B	0	0	0	0	0
TMEM150C	0	0	0	0	0
TMEM151A	3	1	1	1	0
TMEM151B	0	0	0	0	0
TMEM154	0	0	0	0	0
TMEM156	0	0	0	0	0
TMEM158	2	1	2	3	4
TMEM159	0	0	0	0	0
TMEM160	0	0	0	0	0
TMEM161A	0	0	0	0	0
TMEM161B	4	2	6	5	14
TMEM163	0	0	0	0	0
TMEM164	15	16	27	19	49
TMEM165	0	2	0	2	2
TMEM167B	6	2	5	1	15
TMEM168	1	2	2	3	4
TMEM169	0	1	0	0	1
TMEM17	0	0	0	0	0
TMEM170B	0	0	0	0	1
TMEM171	0	0	0	0	0
TMEM173	0	0	0	0	0
TMEM174	0	0	0	0	0
TMEM175	0	0	0	0	0
TMEM176A	0	0	0	0	0
TMEM176B	0	0	0	0	0
TMEM177	0	0	0	0	0
TMEM178B	0	0	0	0	1
TMEM179	0	0	0	0	0
TMEM18	0	0	0	0	0
TMEM182	0	0	0	0	0
TMEM183A	3	10	8	3	12
TMEM184A	0	0	1	0	0
TMEM184B	17	29	26	15	53
TMEM184C	0	0	0	0	0
TMEM185A	6	5	8	6	15
TMEM185B	0	0	0	3	0
TMEM186	0	0	0	0	0
TMEM189	0	0	0	0	0
TMEM19	0	0	0	0	0
TMEM190	0	0	0	0	0
TMEM191C	0	0	0	0	0
TMEM192	0	0	0	0	0
TMEM196	0	0	0	0	0
TMEM198	0	0	0	0	0
TMEM199	0	0	0	0	0
TMEM2	2	12	5	1	8
TMEM200A	0	0	0	0	0
TMEM200B	0	0	0	0	0
TMEM200C	0	0	0	0	0
TMEM201	0	0	0	0	0
TMEM202	0	0	0	0	0
TMEM203	0	0	0	0	0
TMEM204	0	0	0	0	0
TMEM205	0	0	0	0	0
TMEM206	0	0	0	0	0
TMEM207	0	0	0	0	0
TMEM208	3	9	16	6	24
TMEM209	0	1	0	1	0
TMEM210	0	0	0	0	0
TMEM211	0	0	0	0	0
TMEM212	0	0	0	0	0
TMEM213	0	0	0	0	0
TMEM214	4	5	5	4	5
TMEM215	0	0	0	0	0
TMEM216	0	0	0	0	0
TMEM217	0	0	0	0	1
TMEM218	0	0	0	0	0
TMEM219	0	0	0	0	0
TMEM220	0	0	0	0	0
TMEM221	0	0	0	0	0
TMEM222	1	0	1	0	4
TMEM225	0	0	0	0	0
TMEM229A	0	0	0	0	0
TMEM229B	0	0	0	0	1
TMEM230	0	0	0	0	0
TMEM231	4	3	0	0	5
TMEM232	0	0	0	0	0
TMEM233	0	0	0	0	0
TMEM234	0	0	0	0	0
TMEM235	0	0	0	0	0
TMEM236	0	0	0	0	0
TMEM237	0	2	1	1	10
TMEM238	10	4	15	5	14
TMEM239	0	0	0	0	0
